ID,pred
25318,0.16450313470739106
25319,2.919078970872952e-06
25320,3.4028109643693e-18
25321,0.9999999674352047
25322,2.1327525104925804e-11
25323,4.0349483666537286e-10
25324,5.318971756240061e-13
25325,1.1217070567438494e-15
25326,3.0460390377276635e-13
25327,0.12527792794161355
25328,0.4668330140784749
25329,9.488465070316757e-13
25330,2.393295859544844e-17
25331,4.462261214539845e-14
25332,4.853977170796846e-08
25333,2.22943476483512e-05
25334,0.010896996387123385
25335,1.5471140586828244e-09
25336,1.4330867708110957e-13
25337,0.0184489998635307
25338,2.3554920852690414e-22
25339,0.00608985354973029
25340,6.705413927015022e-20
25341,6.218892855009988e-07
25342,0.926818390934696
25343,0.00043271308133366554
25344,4.3577697533287756e-18
25345,2.0004879260840424e-11
25346,4.068605215303312e-09
25347,4.834140393791954e-15
25348,0.04552190892675517
25349,9.106919009732699e-10
25350,1.392472297738009e-07
25351,8.929392117488017e-07
25352,8.912664965800637e-13
25353,1.5173345023715605e-14
25354,0.0001041796391138643
25355,0.0001095467471804176
25356,0.0008372202831351687
25357,9.892105565328958e-10
25358,0.745799773387183
25359,0.0034374307320386944
25360,2.735539471896205e-15
25361,0.00025522454590727286
25362,0.0009137887016871587
25363,0.9835508541767302
25364,1.415945195898173e-18
25365,6.160684711497241e-06
25366,3.255286519130996e-05
25367,1.649638261027462e-15
25368,0.999672930765274
25369,2.093710144391542e-12
25370,8.227019746259553e-10
25371,6.904247222802366e-08
25372,1.5065743323170325e-06
25373,0.036695978120021136
25374,6.779218167857704e-07
25375,7.568551751616616e-18
25376,2.2888209965212613e-12
25377,1.1671311312756867e-14
25378,4.8512136978649546e-17
25379,0.043619978727852796
25380,4.186122091221482e-05
25381,9.396389485391955e-11
25382,1.1319593975365521e-13
25383,0.2623825007822325
25384,7.990182861209327e-12
25385,0.7397390881061466
25386,1.6680362067131424e-09
25387,0.9998788756218944
25388,0.0005104521123295982
25389,0.9958057684294318
25390,0.0004969417756692431
25391,4.287439435629847e-09
25392,0.9881523163951172
25393,5.367789010837701e-08
25394,0.9999691308211723
25395,9.29637006986366e-05
25396,2.299831606735925e-18
25397,1.1583702100157277e-11
25398,0.9937025908570638
25399,0.03959863466148714
25400,2.3193779528710096e-09
25401,4.171418776599898e-06
25402,0.9998701462452267
25403,1.072634165277014e-17
25404,0.03188614888336806
25405,0.0018040445687839168
25406,2.67796937434486e-29
25407,4.1635952479970936e-05
25408,0.5422139220813977
25409,0.7799757840735535
25410,2.9286787327036483e-07
25411,2.5268146960400783e-06
25412,0.23075147583651356
25413,0.13194399780797794
25414,0.01642816406307286
25415,0.007133580695646621
25416,2.1294531160093214e-11
25417,0.38241841090425194
25418,0.943995049976882
25419,1.256952695731916e-07
25420,3.064126918682431e-05
25421,2.743440489586767e-35
25422,2.6464137257581394e-40
25423,1.012563253862946e-18
25424,6.624280884777165e-11
25425,3.473497990978891e-12
25426,0.8926369810232806
25427,0.9745451001863004
25428,3.1697169776403073e-10
25429,0.020124949708727004
25430,2.2975403109581217e-07
25431,8.967060292951954e-07
25432,1.259044094459381e-05
25433,2.298734356454296e-15
25434,0.9999999999966742
25435,4.510868342550422e-11
25436,3.0094874409535e-17
25437,1.4052615579769654e-07
25438,2.4533412451927633e-17
25439,0.869146383338725
25440,0.1151149762828901
25441,0.9998248589741506
25442,1.6013120977516665e-15
25443,1.851223057507491e-14
25444,0.00548529275225604
25445,1.813286063563807e-08
25446,1.3200893630512796e-08
25447,0.0002395824062402153
25448,9.760667923693611e-09
25449,6.616421552024101e-08
25450,1.427298356134761e-12
25451,0.0007247713794659027
25452,5.408058525844612e-09
25453,2.913002961408565e-18
25454,0.0001608653809635903
25455,3.24264818576633e-11
25456,0.017416968887909792
25457,0.9566426974697403
25458,0.8451711965210158
25459,0.8526993946970911
25460,0.0059248526303981195
25461,7.484180470459206e-08
25462,0.007034279943020714
25463,0.9339778141193641
25464,3.778459882185351e-08
25465,4.437334327516801e-10
25466,1.4756558212699528e-12
25467,0.00018153967224390403
25468,2.6303069155104137e-12
25469,3.1633692637235044e-19
25470,0.23825962109543972
25471,5.427899563051388e-14
25472,1.7415550240023958e-12
25473,0.9317798224478446
25474,1.4133033487085232e-09
25475,5.760088269386145e-09
25476,3.736957260415214e-13
25477,1.828575971108512e-08
25478,0.9999913933564233
25479,3.2612845145675906e-14
25480,8.242166597634729e-10
25481,9.73652107850184e-05
25482,4.432652969651655e-21
25483,9.384549406258658e-10
25484,4.010244068765718e-10
25485,0.9540036426530092
25486,0.00044024779059406206
25487,0.00010212277668734825
25488,0.0014131981232986838
25489,0.2629070974194983
25490,0.9986207537594968
25491,0.013110707141424404
25492,2.6866852696062472e-14
25493,0.9278808048859314
25494,0.005107333443458365
25495,8.603512742420119e-12
25496,5.780071968673735e-17
25497,4.675417363190196e-09
25498,4.2732030736367577e-16
25499,0.0008872974084847392
25500,7.219757539364296e-26
25501,2.3634471529000095e-17
25502,0.9731766143351126
25503,1.1545288941193724e-10
25504,5.980797912310964e-10
25505,0.7495640056650261
25506,4.482861104680641e-06
25507,2.3314032072479354e-21
25508,5.082781139851074e-09
25509,1.4982970782488386e-07
25510,0.010514522327217607
25511,1.9385950756895693e-05
25512,0.39289771994702394
25513,5.07693015829738e-08
25514,3.8952610203320715e-17
25515,0.8115315459179625
25516,0.00024801635653006236
25517,1.9321541409726055e-18
25518,0.00980269112889216
25519,4.746129931883457e-09
25520,7.210340969121359e-06
25521,2.306997550820336e-09
25522,2.788866589869765e-08
25523,0.9966464672189599
25524,1.8282986244034367e-06
25525,0.01768747084060204
25526,0.995386684545222
25527,0.0003134034710362842
25528,1.5796258853715307e-23
25529,0.014492068179622036
25530,9.719707524467582e-11
25531,1.070582009792368e-17
25532,0.07820584435071612
25533,3.190799526911749e-05
25534,0.023688579105161617
25535,0.00026139668726816745
25536,2.0217620102036747e-07
25537,3.426733667485127e-19
25538,2.164900472773462e-11
25539,0.0007178875162748262
25540,0.8440957642860635
25541,0.35168498886622607
25542,9.189495114897258e-11
25543,0.0001527421366690315
25544,0.00903262976548043
25545,3.186225892990333e-23
25546,0.0336274450032511
25547,1.464078817394737e-09
25548,0.15484556094198157
25549,6.43034301560799e-13
25550,2.3712835170731137e-09
25551,0.003706492737007619
25552,0.49782637121601164
25553,2.73208603734972e-06
25554,1.0691983286065079e-10
25555,9.980916428103155e-08
25556,0.9999997857764317
25557,6.731892489378384e-11
25558,3.446681075184443e-16
25559,3.5968196632485324e-16
25560,0.0013227143485222833
25561,0.9997960071599905
25562,0.0001339846218833083
25563,0.02666371888667265
25564,0.8727645535192593
25565,4.977217960362975e-11
25566,7.973968918809893e-12
25567,3.434945049913175e-12
25568,0.0003948440225468669
25569,5.518396500571087e-17
25570,6.227882250845017e-11
25571,0.05743587735049507
25572,4.375929082590275e-17
25573,3.3454888257698223e-07
25574,5.973949941203138e-15
25575,8.930025086381326e-06
25576,0.340943306964694
25577,1.7095581841292227e-17
25578,2.368912291119144e-11
25579,2.469986922048962e-19
25580,1.993326680697759e-14
25581,6.442675019015674e-09
25582,1.4195136408341213e-12
25583,0.0067035891433302915
25584,5.682578178916885e-13
25585,0.01823268109601094
25586,8.296729252897658e-15
25587,2.3827564771341808e-07
25588,5.2049066654074484e-15
25589,4.426285947014331e-05
25590,7.487787377875627e-55
25591,3.2345236262282583e-14
25592,6.18459853288937e-09
25593,3.013071591427485e-17
25594,5.13698571086112e-05
25595,0.9927510218657025
25596,0.012219104754904338
25597,1.7213903625020318e-18
25598,0.6346889811735023
25599,1.2359380942476735e-12
25600,6.543459247746433e-25
25601,5.566939776477284e-10
25602,4.9469205604113306e-17
25603,0.00037635096344761836
25604,9.565630304909297e-06
25605,6.992575681560014e-07
25606,1.9470914027069914e-08
25607,1.7472288130508833e-05
25608,2.5325149332419635e-16
25609,6.775418845041952e-18
25610,0.999988635860483
25611,0.6955447060369284
25612,1.2416081776245659e-17
25613,7.890017436770705e-06
25614,0.993452817663506
25615,0.0414312857721791
25616,1.0078294838250874e-08
25617,5.0767342502372306e-11
25618,0.20405246662542487
25619,1.352112430993487e-23
25620,7.135180268469381e-14
25621,0.006474799259282555
25622,0.04485916106136201
25623,2.2526268947573977e-18
25624,0.04304816239320461
25625,7.771898281394246e-06
25626,2.6844521513213384e-20
25627,3.859555937388294e-08
25628,4.346795292028592e-13
25629,0.001767401863304729
25630,8.228487991445663e-06
25631,0.999394233553741
25632,9.48468352450319e-06
25633,1.2455756871919171e-06
25634,0.00036559251987135883
25635,2.668747741449364e-11
25636,0.00328588693901308
25637,1.666119731058703e-12
25638,0.05593188077487892
25639,1.545606212382363e-20
25640,2.697632588217707e-13
25641,7.173885237420858e-16
25642,0.00020215309663379217
25643,1.1529499860919518e-11
25644,1.1151312997731779e-13
25645,6.358190156766826e-05
25646,4.182706354278845e-27
25647,1.4596210870179271e-09
25648,0.9999106526251128
25649,0.0005551637871326873
25650,0.6558661093088103
25651,6.329384805936308e-10
25652,0.1620559942795643
25653,0.982263922330656
25654,8.681166595466877e-16
25655,1.1151987530639385e-06
25656,0.9999999996584696
25657,0.01475247951685307
25658,1.2300236995139441e-12
25659,9.397081800459958e-10
25660,9.725304866111395e-11
25661,5.378179461741237e-07
25662,0.0026640640077269374
25663,0.990813147791604
25664,9.36024186045079e-06
25665,7.050085198913623e-16
25666,0.24419278807014877
25667,4.053668606356797e-13
25668,5.272771940146929e-10
25669,0.0012711879032273302
25670,0.018294490310707328
25671,0.9328361074154307
25672,3.5042812601874013e-12
25673,8.882763125004682e-09
25674,3.117789110861842e-11
25675,0.03491572413143872
25676,1.8291365686067855e-13
25677,1.333366431221198e-10
25678,0.05968344507678668
25679,0.0006987688939980959
25680,3.1278384816190005e-17
25681,0.01465366339954447
25682,6.102732335385994e-19
25683,0.007330335383266361
25684,5.0754018757520375e-18
25685,8.734334536618953e-20
25686,0.03947926969594513
25687,1.175201242612412e-13
25688,6.634393366387806e-07
25689,0.19897618075868073
25690,7.91796218363331e-07
25691,1.0513575207855727e-13
25692,0.14117037181573852
25693,1.2150023172146919e-05
25694,1.4596720110970323e-12
25695,1.6283110228105316e-05
25696,1.6013625767729475e-11
25697,0.5304349051451218
25698,4.641833238540925e-15
25699,8.068601284137634e-14
25700,0.016785616303747686
